album_id,album_name,release_date,
1509,Dom Pedro I Te Deum Credo do imperador  Other Works,1993-01-02,
1510,Sideways,2009-11-01,
1511,Bach Fuga in D Major BWV 532,2009-06-07,
1512,Ballet Highlights  The Nutcracker Romeo  Juliet Swan Lake,1993-01-30,
1513,Tchaikovsky The Sleeping Beauty,1981-01-01,
1514,Delibes Coppelia Highlights,2001-02-21,
1515,Adam Giselle,1962-01-01,
1516,Offenbach Overtures,2000-01-01,
1517,Khachaturian Piano ConcertoViolin Concerto etc.,2003-06-08,
1518,Khachaturian A.I. Spartacus Ballet,1994-02-13,
1519,Prokofiev CinderellaGlazunov The Seasons,2005-07-22,
1520,Mussorgsky Pictures at an Exhibition  Expanded Edition,1958-01-01,
1521,Famous Ballet Music,1988-03-28,
1522,Delibes CoppliaMassenet Le Carillon,2009-11-24,
1523,Fte de Ballet,2001-01-01,
1524,40 Most Beautiful Ballet Classics,1990-02-15,
1525,Stravinsky The Firebird  A Symphony of Psalms,1994-02-23,
1526,Khachaturian Ballet Suites,2012-03-01,
1527,Prokofiev Cinderella Op. 87  Glazunov Suite from Raymonda Op. 57a,2009-01-05,
1528,BrittenThe Young Persons Guide to the Orchestra Four Sea Interludes etc,1990-01-01,
1529,Pas de Deux,2010-11-08,
1530,Copland Prairie Journal  The Red Pony Suite  Letter From Home,1992-09-28,
1531,Mendelssohn Piano Pieces,2008-05-06,
1532,Masterpieces in Miniature,2014-11-11,
1533,Rinaldo HWV 7 Lascia chio pianga Arr. for Piano,1999-01-02,
1534,Six Evolutions  Bach Cello Suites,1990-10-02,
1535,Eleven String Baroque,2004-01-01,
1536,Handel  Atmosphere,2009-08-28,
1537,Baroque Orchestral Music,2011-01-04,
1538,Discover Vivaldi,2020-06-22,
1539,Thibault Cauvin,2015-10-02,
1540,The Heart of the Cello,1990-04-29,
1541,YoYo Ma Plays Bach,1988-10-25,
1542,Tous les matins du monde Bande originale du film,2001-01-01,
1543,Quantz Flute Concertos,2013-07-02,
1544,Jacquet de la Guerre Chamber Music,2015-07-31,
1545,Telemann Sinfonia Spirituosa String Concertos,2002-01-01,
1546,Queens Platinum Jubilee Classical Music,2001-05-17,
1547,Corrette M. Symphonies des noels  Concertos comiques,1988-12-11,
1548,Vivaldi I colori dellombra,2020-03-20,
1549,Lully  Les Divertissements de Versailles  Great Operatic Scenes,2000-04-02,
1550,Franois Couperin Pices de violes 1728,2002-05-07,
1551,The Trio Sonata in 17thCentury Italy,2013-05-06,
1552,Vivaldi Violin Concerto in EFlat Major RV 257 III. Allegro,2004-10-02,
1553,W.F. Bach Piano Works,1993-11-12,
1554,Handel Oboe Concertos,1997-06-10,
1555,Bach The WellTempered Consort  I,2009-08-05,
1556,The Trio Sonata in 18thCentury Germany,2013-11-28,
1557,Sinfonie Napolitane,2010-06-08,
1558,Hilary Hahn Plays Bach,1997-01-01,
1559,Motherland,2011-05-02,
1560,Biber Muffat Der Trken Anmarsch,2004-10-18,
1561,Handel Water Music,1983-01-01,
1562,Telemann Banquet Music in three Parts,1989-01-01,
1563,Elisabeth Jacquet de la Guerre Sonates pour le violon et basse continue,1990-11-10,
1564,Handel Greatest Hits,1959-01-01,
1565,Muffat Armonico Tributo,2001-10-22,
1566,All Improvviso Ciaccone Bergamasche  un po di Follie...,1991-06-17,
1567,Marais Pieces de Viole,2006-12-05,
1568,Gran Turismo 5 Original Game Soundtrack,1987-07-31,
1569,Debussy Childrens Corner Suite bergamasque Images,2007-07-31,
1570,Bach JS Goldberg Variations,1995-04-26,
1571,Romantic Vol.2,2020-05-16,
1572,Kissin Plays Liszt,1987-01-01,
1573,Idylle,2016-11-25,
1574,Ravel Intgrale de luvre pour piano,1993-05-24,
1575,Bravo Virtuoso And Romantic Encores For Violin,2003-02-01,
1576,Brahms Clarinet Quintet Trio in A Minor  6 Songs,1994-08-01,
1577,Aprs un rve  NIGHT SESSIONS,1992-11-23,
1578,Chopin Nocturnes Vol. 1,2000-04-06,
1579,Debussy Prludes  Book 1 L. 117 8. La fille aux cheveux de lin,2012-01-18,
1580,Schubert Piano Sonatas D.840 850  894,2000-07-16,
1581,Liszt Annees de pelerinage I  Piano Sonata in B minor,2004-04-13,
1582,Rachmaninoff Complete Preludes,1995-06-21,
1583,Schubert The Late Piano Sonatas  Nos. 14  1921,1997-06-27,
1584,Wagner WesendonckLieder  SiegfriedIdyll,2013-11-28,
1585,BachBusoni Mendelssohn SchubertLiszt  Songs Without Words,1999-01-01,
1586,Shostakovich The Film Music of Dmitri Shostakovich Vol. 2,2001-11-22,
1587,Schumann Davidsbndlertnze Op. 6  Fantasie Op. 17,2000-02-08,
1588,Bonjour Paris,2010-01-01,
1589,Mozart Works for Oboe and Orchestra  Piano Extended Edition,1994-11-08,
1590,Sixteen Love Songs,1988-06-24,
1591,Raff J. Symphony No. 3  Italienische Suite,2001-01-01,
1592,SaintSans Piano Quartet Barcarolle  Piano Quintet,2005-12-09,
1593,Pasin,2017-06-07,
1594,Bach Keyboard Concertos,2011-11-01,
1595,Beethoven Piano Concertos Nos. 4 Op. 58  6 Op. 61a,1989-02-02,
1596,Chopin Cello Sonata  Piano Trio,1996-01-06,
1597,Mozarts Violin  The Complete Violin Concertos,1994-03-10,
1598,Mendelssohn String Quartets Vol. 2,1989-05-28,
1599,Labyrinth,2016-04-22,
1600,Debussy,2008-04-02,
1601,Good Night,2020-10-09,
1602,Shostakovich 24 Preludes  Fugues,2006-10-16,
1603,Bach  Beethoven  Bach Flute Sonata No. 2 in EFlat Major BWV 1031 II. Siciliano Arr. for Piano by Kempff,2009-04-10,
1604,The American Virtuoso,1992-11-01,
1605,Siciliana from The Tree of Life Arr. for Piano from Antiche Danze Suite No. 3 by Ottorino Respighi,2011-02-16,
1606,Encounter,2004-01-01,
1607,Schumann  Kreisleriana Op. 16 IV. Sehr langsam,1991-02-07,
1608,Sergej Rachmaninov Piano Works for Four and Six Hands,2004-01-18,
1609,Mozart  Contemporaries,2000-01-24,
1610,Schumann Kreisleriana Kinderszenen Fantasiestcke,1992-01-01,
1611,Consolation Forgotten Treasures of the Ukranian Soul,2017-01-06,
1612,Bach,2019-09-27,
1613,Schumann Carnaval Op. 9 Fantasie Op. 17  Mondnacht Op. 39 No. 5,2009-07-03,
1614,Piano Music by AfricanAmerican Composers,2007-01-01,
1615,Tchaikovsky The Seasons Op. 37b Balakirev Islamey,1998-09-03,
1616,Homage,2018-11-22,
1617,The Messenger,2019-09-13,
1618,Nocturnes,2012-08-01,
1619,Falla Nights in the Garden of Spain Solo Piano Works,2006-06-16,
1620,Smetana Piano Works Vol. 6,2013-05-17,
1621,Schumann C. Complete Piano Works,2001-01-01,
1622,Benjamin Grosvenor Chopin Liszt Ravel,2011-01-01,
1623,Ravel Miroirs Gaspard de la nuit Pavane,2012-04-23,
1624,Field Complete Nocturnes,2016-05-01,
1625,Beethoven Piano Sonatas Nos 8 Pathtique 9  10,2020-01-17,
1626,Chopin Complete Nocturnes,2010-06-22,
1627,Beethoven The Piano Sonatas,1984-01-01,
1628,Mozart Requiem,1962-01-01,
1629,Great Waltzes,1988-12-28,
1630,The Greatest Relaxing Pieces,1992-02-28,
1631,Pavarotti singt Verdi,1998-12-08,
1632,Ravel Bolro  Daphnis et Chlo  Pavane,2006-02-05,
1633,Mozart Night Music  Serenades Nos. 6  13 A Musical Joke Adagio  Fugue,1995-03-26,
1634,Beethoven The Piano Concertos,1999-01-01,
1635,Chopin Works for Piano,1985-08-03,
1636,Borodin Piano Quintet  String Quintet,1991-05-22,
1637,Schubert Trio in EsDur Notturno,1998-05-11,
1638,Debussy Estampes Pour le piano 6 pigraphes antiques,1997-02-05,
1639,Tchaikovsky Piano Concerto No.1 The Nutcracker Suite,1996-01-01,
1640,Mendelssohn A Midsummer Nights Dream,2017-02-03,
1641,Grieg Lyric Pieces Books 8  10 Opp. 65 68 and 71,1995-12-01,
1642,RimskyKorsakov Scheherazade,2001-01-01,
1643,J. Strauss Jr. Wiener Walzer,1988-04-19,
1644,The Best Of Tchaikovsky,2007-05-21,
1645,Transcendental  Daniil Trifonov Plays Franz Liszt Etudes S. 139 S. 141 S. 144 S. 145,1996-01-15,
1646,Beethoven Fidelio,1999-09-13,
1647,Brahms Symphony No. 2  Hungarian Dances,2006-11-29,
1648,Nelson Freire Schumann Recital,2001-06-24,
1649,Wagner Parsifal,1981-01-01,
1650,Mendelssohn Sonata in G Minor  Fantasia Op. 15  Variations Op. 83,2003-08-05,
1651,Beethoven Piano Concertos Nos. 3 and 4,1988-06-30,
1652,Grieg Lyric Pieces Books 1  4 Opp. 12 38 43 and 47,1988-06-29,
1653,Brahms Cello Sonatas Opp. 38 78 and 99,1997-07-30,
1654,Debussy Complete Works for Piano Vol. 3,2009-07-12,
1655,Schumann Kinderszenen Arabesque Fantasie Trumerei,1962-01-01,
1656,Chopin Preludes Op.28,1974-01-01,
1657,Beethoven Piano Sonatas Nos. 8 14 and 23,1988-03-07,
1658,Speak No Evil,1999-01-01,
1659,Page One,1963-10-01,
1660,The Body  The Soul,1964-07-15,
1661,Saxophone Colossus,1957-04-01,
1662,Today And Tomorrow,2009-01-01,
1663,Clubhouse,1979-01-01,
1664,Study In Brown,1955-01-01,
1665,The Amazing Bud Powell,1952-01-01,
1666,The Blues And The Abstract Truth,1961-01-01,
1667,Workin,1959-01-01,
1668,Jazz Masters,1999-01-01,
1669,Reaching Fourth,1963-01-01,
1670,Elegance The Birth Of The Modern Jazz Quartet,1954-01-01,
1671,Odyssey 19451952,2002-05-21,
1672,Volume 3,1957-04-01,
1673,Quiet Kenny,1992-01-01,
1674,Waltz For Debby Original Jazz Classics Remasters OJC Remaster,1961-01-01,
1675,Soul Station,1990-01-01,
1676,Earfood,2008-01-01,
1677,Moanin Remastered,1959-01-01,
1678,Song For My Father,1999-01-01,
1679,Happy Moods,1960-01-07,
1680,RoundAgain feat. Brad Mehldau Christian McBride Brian Blade,2020-07-10,
1681,Lee Konitz Meets Jimmy Giuffre,1959-01-01,
1682,April In Paris The Genius Of Charlie Parker 2,1957-08-08,
1683,The Ultimate Headphone  HiFi Album,2019-11-01,
1684,Piano Starts Here,1933-01-01,
1685,Genius Of Modern Music Vol.1 Expanded Edition,1951-01-01,
1686,Ballads Deluxe Edition  Rudy Van Gelder Remaster,1988-05-31,
1687,Them Dirty Blues,1998-05-11,
1688,Mingus Ah Um,1959-01-01,
1689,Night Train Expanded Edition,1963-01-01,
1690,Blues In The Night,2008-05-13,
1691,Count Em 88,1956-11-14,
1692,The President Plays With The Oscar Peterson Trio,1959-06-02,
1693,S Make It,1993-09-18,
1694,New York Jazz,1956-01-01,
1695,A Day In The Life,1967-01-01,
1696,Benny Golson And The Philadelphians,1958-01-01,
1697,Red Garlands Piano,1957-01-01,
1698,Songbook,1997-05-16,
1699,Besame Mucho,1940-01-01,
1700,Wynton Kelly,1961-01-01,
1701,Blue Haze,1956-01-01,
1702,Coleman Hawkins Encounters Ben Webster Expanded Edition,1959-11-01,
1703,Walkman Jazz  Gerry Mulligan,1987-01-01,
1704,King Of The Tenors,1954-01-01,
1705,Little Rock,2012-10-03,
1706,Return To Forever,1972-07-01,
1707,Undercurrent,1962-01-01,
1708,Standards  Ballads,1983-01-01,
1709,Art,1960-09-20,
1710,Plays Count Basie,1956-01-01,
1711,This Here Is Bobby Timmons,1960-01-01,
1712,Rip Rig And Panic  Now Please Dont You Cry Beautiful Edith,1990-01-01,
1713,Dear John C.,1965-11-02,
1714,Boss Tenor,1987-01-01,
1715,Time Out,1959-12-14,
1716,Milt Jackson With John Lewis Percy Heath Kenny Clarke Lou Donaldson And The Thelonious Monk Quintet Expanded Edition,1956-01-01,
1717,Gemini Octave Remastered Series,2020-04-17,
1718,Midnight Blue The Rudy Van Gelder Edition,1963-01-01,
1719,Thelonious In Action,1958-01-01,
1720,Idle Moments,1999-01-01,
1721,John Coltrane And Johnny Hartman,1963-01-01,
1722,Further Definitions,1966-01-01,
1723,The Cape Verdean Blues,1994-09-27,
1724,Jackies Bag,2009-10-18,
1725,Not So Dukish,1958-11-20,
1726,The Complete RCA Victor Recordings,1999-01-04,
1727,Eastern Sounds,1961-01-01,
1728,The Shape Of Jazz To Come,1959-01-01,
1729,The Movement Revisited A Musical Portrait of Four Icons,2020-02-07,
1730,The Atomic Mr Basie,1958-01-01,
1731,Progression The Art of the Trio Vol. 5,1994-03-05,
1732,Nearness Of You The Ballad Book,2001-01-01,
1733,Its Time,1962-01-01,
1734,Music For Lovers,2004-01-01,
1735,Midnight Special Remastered,1961-01-01,
1736,Blues Moods,1992-06-19,
1737,Nows The Time The Genius Of Charlie Parker 3,1952-12-12,
1738,Candy,1958-11-01,
1739,Standards Trio Reflections,2009-11-07,
1740,The Magnificent Thad Jones Remastered,2007-01-01,
1741,Blues Walk,1958-01-01,
1742,Out To Lunch The Rudy Van Gelder Edition,1964-09-01,
1743,Solid,1984-01-01,
1744,Blues For Myself Piano Solo,1999-09-22,
1745,Blues for Nica,2004-06-15,
1746,Proof Positive,1964-01-01,
1747,Duke Ellington  John Coltrane,1963-02-01,
1748,Empyrean Isles Expanded Edition,1964-06-17,
1749,Bass On Top 2007 Rudy Van Gelder Edition,2007-01-01,
1750,All Kinds Of Weather,1990-01-01,
1751,Chet Baker Sings,1956-01-01,
1752,I Long To See You,2001-12-27,
1753,Bossa Nova Soul Samba,1996-01-01,
1754,Its Nice to Be with You Jim Hall in Berlin,1972-01-01,
1755,The Capitol Vaults Jazz Series,2005-01-01,
1756,The Individualism Of Gil Evans,1964-01-01,
1757,Miles Davis Vol. 1,1956-01-01,
1758,Nocturne,1960-01-01,
1759,Whisper Not,1966-01-01,
1760,Introducing Johnny Griffin Rudy Van Gelder Edition  Remastered,1998-05-26,
1761,The Savoy Story Vol. 1 Jazz,2002-06-25,
1762,Monks Music Original Jazz Classics Remasters,1957-01-01,
1763,Im All For You Ballad Songbook,2004-01-01,
1764,Love Songs,1930-01-01,
1765,We Three,1992-01-01,
1766,Anything Goes,2008-01-01,
1767,Kind Of Blue Legacy Edition,1959-08-17,
1768,Gerry Mulligan Quartet Vol.1 Expanded Edition,1952-01-01,
1769,Number Five,2012-09-18,
1770,Zoot Sims avec Henri Renaud et son orchestre,1956-01-01,
1771,Come What May,2019-03-29,
1772,Heres Love,1963-01-01,
1773,Ultrahang,2005-02-22,
1774,Bells On Sand,2012-05-13,
1775,Without Deception,2009-09-15,
1776,Find The Way,2011-12-16,
1777,The Kln Concert,1975-11-30,
1778,Fuchsia Swing Song,1965-01-01,
1779,Crystal Silence,1973-04-16,
1780,ACE,1972-01-01,
1781,Smile,2002-01-01,
1782,Listen To Barry Harris...Solo Piano Reissue,1991-10-16,
1783,John,2018-07-27,
1784,Angular Blues,2020-03-20,
1785,Paytons Place,1998-01-01,
1786,Work Song,1960-01-01,
1787,Music For Large  Small Ensembles,1990-10-01,
1788,Lennie Tristano  The New Tristano,1994-02-22,
1789,For Django,1964-10-01,
1790,Uneasy,2015-11-20,
1791,Out Of The Afternoon,1962-01-01,
1792,Jazz Stars,1994-05-12,
1793,Heavy Weather,1977-03-01,
1794,Yesterday You Said Tomorrow,2010-01-01,
1795,The Roost Sessions 1990 Remastered Version,1992-10-15,
1796,A New Perspective Remastered  Rudy Van Gelder Edition,1963-01-01,
1797,Common View,2010-11-26,
1798,A Go Go,1998-01-01,
1799,Attica Blues,1972-01-01,
1800,Sarah Vaughans Golden Hits,1958-07-07,
1801,Perpetual Pendulum,1987-06-12,
1802,The Journey,2018-09-28,
1803,The Sequel,2002-01-01,
1804,Ballad Session,2000-01-01,
1805,True Blue,1960-01-01,
1806,The Shearing Piano,2001-01-01,
1807,Conners Days,2019-05-15,
1808,Jaco Pastorius,1976-01-01,
1809,The Noble Art Of Teddy Wilson,2000-04-20,
1810,This Is Always,2009-12-14,
1811,on the tender spot of every calloused moment,2020-06-12,
1812,Hamp  Getz,1955-01-01,
1813,Spectrum The Anthology,1992-08-07,
1814,The Opener Remastered,1957-01-01,
1815,Mose Allison Sings,1963-01-01,
1816,With The Tenors Of Our Time,1994-01-01,
1817,Sextet,1982-01-01,
1818,Cream,2018-11-16,
1819,Landmarks,1991-02-22,
1820,Music,2018-03-07,
1821,Wisdom Through Music,1973-01-01,
1822,Oscar Pettiford,1995-02-10,
1823,Ask for Chaos,2018-09-07,
1824,Unheard Bird The Unissued Takes,2002-01-10,
1825,At Home,1969-01-01,
1826,Swings Rodgers And Hart,1960-01-01,
1827,Modernistic,2002-01-01,
1828,Mating Call RVG Remaster,1957-01-01,
1829,These Are The Vistas,2003-01-01,
1830,Daylight at Midnight,1987-01-03,
1831,Blue Serge,1998-01-01,
1832,Spanish Rice,1966-01-01,
1833,Liebman Plays Puccini A Walk In the Clouds,2008-06-27,
1834,Whats It All About,2011-06-14,
1835,The Girl From Ipanema  The Bossa Nova Years,1989-01-01,
1836,If You Got To Ask You Aint Got It,1926-01-01,
1837,My New Old Friend,2005-01-01,
1838,Accelerando Bonus Track Version,2012-01-29,
1839,Voice,2011-01-01,
1840,Guitar in the Space Age,2002-04-15,
1841,Inside Betty Carter,2010-10-24,
1842,Les Annes Bechet,1997-05-06,
1843,StandArt,1987-10-16,
1844,Something Nice,1994-01-01,
1845,The Behemoth,2013-07-16,
1846,Esperanza,2008-01-01,
1847,Present Joys,2014-07-22,
1848,Be Water,2020-07-17,
1849,In New York Keepnews Collection,2002-01-07,
1850,The Magic of Now,2007-08-13,
1851,Black Action Figure,1996-08-04,
1852,What We Bring,1997-04-13,
1853,Tributary,2008-04-19,
1854,From Gagarins Point of View,1999-04-26,
1855,Modern Flows Vol.2,2018-10-17,
1856,Nihil Novi,2016-04-15,
1857,Standards,1990-01-01,
1858,For Jimmy Wes and Oliver,2020-09-25,
1859,Booker Little 4  Max Roach,1958-11-04,
1860,Night Lights Expanded Edition,1963-01-01,
1861,The Greatest Drummer That Ever Lived,1978-01-01,
1862,Give Him The OohLaLa Expanded Edition,2000-01-23,
1863,TRIO,1981-01-01,
1864,Ken Burns JazzBenny Goodman,1928-01-01,
1865,El Arte Del Bolero,1992-11-17,
1866,Djangologie Vol6  1937,1970-01-01,
1867,Phils Mood,2011-09-19,
1868,Once Upon A Time,1962-01-01,
1869,Human,2015-03-27,
1870,Structurally Sound,2006-05-09,
1871,Bennys Crib,2012-10-23,
1872,Swept Away,2012-09-07,
1873,Still Life Talking,1987-01-01,
1874,I Just Dropped By To Say Hello,1963-01-01,
1875,High Pressure,2016-06-07,
1876,Timeless Portraits And Dreams,2006-08-22,
1877,Jazz Figures  Roy Eldridge Volume 1 19351941,1995-11-01,
1878,Yellowjackets,1981-06-10,
1879,En attendant,1988-01-25,
1880,Contra La Indecisin,2018-01-19,
1881,Casting for Gravity feat. Jason Lindner Tim Lefebvre  Mark Guiliana,2012-10-02,
1882,Prime Directive,2011-04-22,
1883,Savoy Jam Party The Savoy Sessions,1994-06-19,
1884,French Riviera Edited Version,1990-09-09,
1885,Paco De Lucia Al Di Meola John McLaughlin,1996-01-01,
1886,All Alone,1966-01-01,
1887,The Genius Of The Electric Guitar,2003-05-26,
1888,Kaleidoscope,1967-01-01,
1889,Timeless,1975-01-01,
1890,Chiaroscuro,2021-03-10,
1891,The Other Side,2018-08-31,
1892,Something Wonderful,2004-01-01,
1893,The Eddie Lockjaw Davis Cookbook Vol. 2,2009-03-10,
1894,KINFOLK Postcards from Everywhere,2017-02-03,
1895,A Night At Birdland Vol. 2 The Rudy Van Gelder Edition,2005-09-18,
1896,Paul Bley,1954-01-01,
1897,Unity Remastered  Rudy Van Gelder Edition,1999-01-01,
1898,Nostalgia in Times Square,1993-07-01,
1899,The Birth of Modern Jazz,2012-02-22,
1900,Headin South,1961-04-25,
1901,Love Letter,1986-12-24,
1902,Easy Does It,1968-01-01,
1903,Presenting Ray Bryant,2005-09-16,
1904,Breeze From The East,1964-02-01,
1905,More Music,2018-09-26,
1906,Solitude,1956-01-01,
1907,Becoming Music from the Netflix Original Documentary,2020-05-15,
1908,The Rise  Fall of the Third Stream,1994-05-13,
1909,Throw It Away,2016-05-27,
1910,Palmystery,2008-04-01,
1911,Positootly,2004-06-11,
1912,Dialogues on Race,1997-01-28,
1913,Silent Jazz Case 4,2004-11-06,
1914,Forgotten Melody,2000-11-01,
1915,Paganini After A Dream,2003-01-01,
1916,Adams Apple Rudy Van Gelder Edition,1998-07-12,
1917,Double Rainbow,1995-01-01,
1918,Ready For Freddie Rudy Van Gelder Remaster Edition,1961-01-01,
1919,The Bridge,1962-01-01,
1920,Go The Rudy Van Gelder Edition,1962-01-01,
1921,The Real McCoy Remastered  Rudy Van Gelder Edition,1967-01-01,
1922,Clifford Brown And Max Roach,1954-12-01,
1923,Cookin With The Miles Davis Quintet,1957-01-01,
1924,Inception,1962-01-01,
1925,Somethin Else Rudy Van Gelder Edition,1958-01-01,
1926,Lost Tapes The Modern Jazz Quartet,2001-12-15,
1927,Dizzy 100,1987-08-28,
1928,Candy Remastered,1957-01-01,
1929,Nothing Serious,2020-09-04,
1930,At The Village Vanguard,1961-01-01,
1931,Just Coolin,1988-10-18,
1932,Joshua Redman,2009-11-21,
1933,Lee Konitz with Warne Marsh,1998-03-17,
1934,The Complete Savoy  Dial Master Takes,2002-09-10,
1935,All Blues CTI Records 40th Anniversary Edition,1974-01-01,
1936,Over the Rainbow,1939-01-01,
1937,Solo Monk,1964-01-01,
1938,Work From Home with Oscar Peterson,2020-04-17,
1939,Cool Struttin Remastered  Rudy Van Gelder Edition,1958-01-01,
1940,The Awakening,1970-01-01,
1941,Caravan Keepnews Collection,1991-02-04,
1942,The Complete Aladdin Recordings Of Lester Young,1995-01-01,
1943,Incredible Jazz Guitar,2000-01-01,
1944,Terminal 1,2018-10-26,
1945,Sounds from the Ancestors,1999-08-05,
1946,Art Pepper  Eleven Modern Jazz Classics,1988-05-24,
1947,Someday My Prince Will Come,1961-12-11,
1948,Miles Davis Four,1995-02-01,
1949,Body and Soul,1957-01-01,
1950,Gerry Mulligan  Paul Desmond Quartet Expanded Edition,1957-12-01,
1951,Light As A Feather,1973-01-01,
1952,You Must Believe In Spring Remastered Version,1999-09-24,
1953,Gentle Eyes,1991-05-01,
1954,Illumination,1998-01-01,
1955,The Gene Ammons Story Gentle Jug,1977-01-01,
1956,Sunflower CTI Records 40th Anniversary Edition,1973-01-01,
1957,Plays Misty,1955-01-01,
1958,At Carnegie Hall,1963-01-01,
1959,Visions,2012-02-21,
1960,Giant Steps Deluxe Edition,1960-01-01,
1961,Six Pieces Of Silver,2000-01-01,
1962,Vertigo,1998-01-01,
1963,Used To Be Duke,2014-09-09,
1964,Greatest Hits SeriesPaul Desmond,1997-08-26,
1965,New York Is Now,1968-01-01,
1966,A Family Affair,1998-01-01,
1967,Count Basie Swings  Joe Williams Sings,1993-01-01,
1968,The Art of the Trio Vol. 1,1997-01-28,
1969,Members Dont Get Weary,1968-01-01,
1970,Thats Where Its At,2005-09-28,
1971,The Cat,1998-01-01,
1972,Boss Horn Remastered,2005-05-22,
1973,Montara,1975-01-01,
1974,Our Secret World,2003-01-01,
1975,DetroitNew York Junction,1994-12-27,
1976,Out There Rudy Van Gelder Remaster,1960-08-16,
1977,Everything I Play Is Funky,1995-01-01,
1978,Woody III,2009-08-24,
1979,Seasoned Wood,2008-07-18,
1980,Pal Joey,1952-01-01,
1981,J.J.s Broadway,1963-01-01,
1982,Head Hunters,1973-10-26,
1983,Passin Thru Live,2017-07-14,
1984,Jazz Guitar,1957-01-01,
1985,Point Of Departure The Rudy Van Gelder Edition,1964-01-01,
1986,Sketches of Spain,1960-07-18,
1987,Milestones,1958-04-01,
1988,Bye Bye Blackbird,1993-04-01,
1989,Blowing the Bebop,2019-07-09,
1990,Trio Tapestry,2012-02-17,
1991,Lullabies,2013-03-17,
1992,Jazz Abroad,1954-01-01,
1993,Where Do You Start,1993-01-01,
1994,Oak Tree,1988-02-02,
1995,Zoot Sims Plays Johnny Mandel Quietly There,1984-01-01,
1996,MoodSwing,2004-01-01,
1997,West of 5th,1997-12-11,
1998,Gratitude,1975-11-11,
1999,Wanton Spirit With Charlie Haden And Roy Haynes,1994-01-01,
2000,Invisible Cinema,1988-11-21,
2001,Jasmine,2020-08-28,
2002,Like Minds,1998-01-01,
2003,Twio,1989-06-10,
2004,A Paris,2014-06-02,
2005,Some More Love Songs,2008-10-18,
2006,Sayin Somethin,1998-01-01,
2007,Still waters,1997-01-01,
2008,All Time Jazz Lennie Tristano,2008-02-14,
2009,Intercontinental,2014-08-12,
2010,This Is Hampton Hawes Vol. 2,2000-01-01,
2011,Rewind That,1989-04-11,
2012,Strictly Powell,1995-06-27,
2013,Blackbyrd,1973-01-01,
2014,Mnage  trois,2019-11-29,
2015,Mama Rose,1985-01-01,
2016,Music from the Front Room,2010-10-21,
2017,Sarah Vaughan,1954-12-01,
2018,Return from the Stars,2005-03-22,
2019,Minor Move Expanded Edition,1980-01-01,
2020,HMV Jazz The George Shearing Collection,2000-12-30,
2021,Golden Treasures,1994-03-29,
2022,I Got Rhythm,1957-01-01,
2023,Songs From Home,2020-11-06,
2024,The Imagined Savior Is Far Easier To Paint,1994-03-26,
2025,Classics 19371939,2011-05-19,
2026,Lifetime The Collection,1975-01-01,
2027,Soul Trombone,1962-01-01,
2028,I Dont Worry About A Thing,1962-01-01,
2029,Life Goes On,1972-01-01,
2030,Footprints,1975-01-01,
2031,Body And Shadow,2006-01-08,
2032,Trio in Tokyo Live Bonus Track Version,2004-01-10,
2033,Thembi,1971-01-01,
2034,Nonet  Octet,2003-11-26,
2035,Homes,2013-09-14,
2036,Bird The Complete Charlie Parker On Verve,1988-01-01,
2037,Gently Disturbed,2000-10-03,
2038,Anita,1955-01-01,
2039,Artist In Residence,1999-11-26,
2040,For All I Care Exclusive Online Version,2002-08-05,
2041,Let It Come To You,1996-08-14,
2042,Tetragon,1968-01-01,
2043,The Hub of Hubbard,2006-07-30,
2044,Worktime,1955-01-01,
2045,A Day in Copenhagen,1969-04-21,
2046,Nights Of Ballads  Blues,1963-01-01,
2047,Brownie The Complete EmArcy Recordings Of Clifford Brown,1989-11-21,
2048,Sound Pieces,1990-02-23,
2049,Relaxin With The Miles Davis Quintet,1958-01-01,
2050,Talkin Verve,1997-05-23,
2051,Cornbread,1965-01-01,
2052,The Turnaround,2018-03-10,
2053,Diamond In The Rough,1976-01-01,
2054,Moon Beams Original Jazz Classics Remasters,1962-01-01,
2055,In Pursuit Of The 27th Man,2002-01-01,
2056,Poinciana,1951-01-01,
2057,Disco Ears feat. Brad Mehldau Christian McBride  Brian Blade,1986-12-06,
2058,Motion,2014-10-31,
2059,The Charlie Parker Story,1956-01-01,
2060,The Best Of Art Tatum,1987-01-01,
2061,Thelonious Monk,1954-01-01,
2062,Cannonball Adderley Quintet In Chicago,1959-02-03,
2063,Blues  Roots,1960-03-01,
2064,Les Liaisons Dangereuses 1960,1988-01-01,
2065,The Hard Swing,1960-01-01,
2066,Boss Guitar,1963-01-01,
2067,New Time New Tet,1993-01-29,
2068,Art Pepper Meets The Rhythm Section OJC Remaster,1957-01-01,
2069,Kelly Blue Keepnews Collection,1959-01-01,
2070,Jazz Masters 34,1994-01-01,
2071,Reunion With Chet Baker,1988-01-01,
2072,Compact Jazz  The Verve Years,1992-01-01,
2073,Master Trio,1991-01-01,
2074,Now He Sings Now He Sobs,2002-01-01,
2075,Everybody Digs Bill Evans,1959-01-01,
2076,Standard Time Vol. 3 The Resolution Of Romance,1990-05-15,
2077,Modern Art,1958-01-01,
2078,This Here Is Bobby Timmons  Easy Does It,1989-05-22,
2079,Oscar Peterson Plays The Cole Porter Songbook,1959-01-01,
2080,Blacknuss,1998-09-11,
2081,The Boss Is Back,1994-01-01,
2082,Jazz N Samba,1964-01-01,
