song_id,playlist_id,,
6PJE3j017zKto7sv2wUrNy,1,,
7LmI63pR8aUSjKNySdbffC,1,,
2Qm98Rw4rdfvo14ZOUiZTN,1,,
17THAwZLC5xgi25y3S3sHQ,1,,
6bsMl9KBQ7rhFXY0CN9M8o,1,,
2WXXkuoiDuZlyC4vAJUk4U,1,,
1kqFy156OCtexTSROU1GMl,1,,
5vZOi2QyW2TxlG1XyDScOU,1,,
73PabJcmOmDh9knxmcnQ5P,1,,
44uQ9n6xSO7vMA7z8Cciwo,1,,
5A6NxpltFMv6jCsuA1qRHQ,1,,
4Nxid85fmQidPAY1ZD8Bo1,1,,
0UUdKeNgaCThcJfBgtnBnF,1,,
0Y43UwP73ZgegwdVQh4oGY,1,,
7BJs5qL7EXrVxYvc4SfkqW,1,,
1HkYSNoHhJ6dKLgFp0lfaz,1,,
2xyA4n0bCLCQzXYskm4EZV,1,,
1GwdWdvSumgsgKorY9qA2g,1,,
7fP4SqRROudOtgaOeR72lg,1,,
5mawUQpaxzFzTDRKNOBa4d,1,,
7uItmsKJwftGvFjbg2i4EV,1,,
2J1fKycjwpQvxJHQMcyOoL,1,,
6qXE9eEx24VsgKf0sCQouH,1,,
5MULjaj5Xzjd2pyvUK8rRM,1,,
4fiJySBkgndTR236ncuT2U,1,,
3aZcroOlpkzAeZ57Dkrgoj,1,,
1wZpmkvPVQXdBLc6MnIpJi,1,,
0VQqkF65MjElD99dsky0hi,1,,
54sI3jSzu7Q3xaiU9o2nI7,1,,
01MWMVIJ5PDKOLuoZm3AL7,1,,
5AQpbyFoQmkOVwmlhKN4ii,1,,
3tH8Y5S8kt2n0gPD7Zw5kL,1,,
6jsliBpxd5xTz4BkW4Y2Uy,1,,
0Jz7pqRw3fumuTvQgAobH4,1,,
2Ja624OgeZY8nPV1XN1jGU,1,,
3CHXwtNr7tjTlImF4tuxW8,1,,
32nLcx8bGAQgPTVSUEN8M3,1,,
5XNpdKmlLJPUbwKQceX2tW,1,,
2kmvDbPTU2HBZhghuI3QWa,1,,
7reHZ96jmr05bCLe2yMsHc,1,,
1P7QsV7OG46lyLy85Mmd2v,1,,
3xDzENGFlOcJArnPahlx13,1,,
2uodR2mTt5ijJ3RAglXGqC,1,,
5wkaI7C9UJ62r1l8cWOoUt,1,,
3dTKNQxas5m4cuunpHiVpi,1,,
2uSavRrWjouarU9DupcWmK,1,,
28fsOjMzmiw6iphB2ty19x,1,,
2uRHKB4BYOF2A6a6PZXKE0,1,,
7egQm3o9Qem3FhzUNi66rI,1,,
1f9FEeBWZkuT4ItJZwsJ2l,1,,
0aqF9uLlPlO6FOxR4w5mg0,1,,
5OyoNs8p4uKhgo6cCWbdjm,1,,
0ghSTCwxsdWCay1bo9DBmR,1,,
6c2qCpSjexlM9HYg9TnFFt,1,,
3DjwjAUPT4zvIu6ZzcgLGJ,1,,
2lvBjTlia0x9GXfnZ3jbui,1,,
1YOdB85h12I6ppcQyiDtY0,1,,
5WZhJc7JFZFxflEjxitzwy,1,,
1KQEzCaNkk8ioBMbBeSYLw,1,,
2PBD0GbZrC1ByWC9jUR4YB,1,,
6VhYbFu0awTAtouzcbl8v2,1,,
4qZIw5zdxcfvbjolAgx37j,1,,
61K6lqGyrl2Aerk0LjAZem,1,,
6H75engedCYYqid0zpk8aR,1,,
4H74rIVv3tzH4Wyumg39KR,1,,
68Uzds0GkP6TmFJv5q0SOQ,1,,
3lY0UV9R8tDFfa0ONgmTve,1,,
0D1S1rK4M8D3kJDFN50u0G,1,,
6iQ0OIxisPxhzEICEXtaWS,1,,
302TFw9xPEEwflzVvAA4w6,1,,
1a8vVeidOsauNu6rQmHBRS,1,,
2J8Ucj8ehkiFQvftGpoT34,1,,
4ZPLJ8axPXEsCPNMb0dDyz,1,,
0RTjFVHvqjTdpX2NawwyXI,1,,
48z80QkPMtPvnwlISGnsQO,1,,
2BH1P1wJZkQaXKlEum37xA,1,,
2g4zxggyax2ABxVM4jRF39,1,,
7j8M2LKnaM5onc0XtcGotq,1,,
6e5jcPUhUNTUeOBRHcGirg,1,,
3eIZeCBB7xQc4ZfKDVsNih,1,,
3ZD1wkVJDQDBwbPcp198Bk,1,,
6THJEXEOlRPu7BDyrQwJJP,1,,
4uIgSgz3oEOV925RfEPfFm,1,,
2UVK8Qe3NmTxBJD14zUomJ,1,,
7E25omG6JvGlMnfkJdzLwP,1,,
3NxSIxMnq9tDmQtoyHQqte,1,,
6LiawzToVT4zCs5zassmHm,1,,
2NdRldi1OaTHDdTOnTS1Z8,1,,
2e0SBipUjtAMq5RCeCHbtD,1,,
7nBF4BfqbDNz25lMyiFy30,1,,
11YPTpoSLvcOBGB7keHcNi,1,,
5eHeHvy9wdvATbd7Wj4R8T,1,,
1guIEbEw6v69ubNOuH9Aug,1,,
3IreVGeyK2x0Fu5ppTmSl5,1,,
4yNZFnV0r7OIuUSep8hFLB,1,,
4VWlYHwHZkBQbyV7wWeaDe,1,,
7zULvwL4CyJ1vkKsiLVgmc,1,,
1TkliUZNnCeTjZMWPuUoPK,1,,
75E8SwuE43G0bj3kHZlIts,1,,
5BG8HbbYfAXf4rRy2lSM5N,1,,
2m0FylR7D6qfCZAua9cS0H,1,,
67kwvZu9syCd4X7Y8gi3Yr,1,,
3FOdTAq9pNEMJ8LNJreVIL,1,,
