song_id,song_name,song_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,artist_id,album_id
4Gia17DzXBhYFbYiJj6SyW,Working Man,51,0.633,0.625,-10.951,0.0436,0.492,0.000418,0.204,0.841,103.355,147800,blues,1,1
1BjYNhg7JhVfQdxqEThBwn,Long Way Home,38,0.728,0.054,-22.557,0.038,0.91,0.048,0.12,0.425,78.033,338333,blues,2,2
2Cg3GUkhjX96nO4p2WRlIa,Shes A Sweet One,49,0.705,0.483,-12.209,0.0542,0.15,0.0265,0.202,0.713,122.863,181786,blues,3,3
5bC6ONDsL88snGN6QasjZH,Help Me,59,0.745,0.436,-9.617,0.043,0.597,0.0213,0.61,0.771,114.216,188200,blues,4,4
2TKykeHeVKsBqZC8M3SKcN,Take Out Some Insurance,51,0.747,0.288,-14.435,0.0513,0.663,0,0.122,0.566,111.33,143332,blues,5,5
25UAiv8lEZzSrcl7Z6dVHd,The Sky Is Crying,21,0.294,0.611,-6.268,0.0348,0.0226,0.435,0.114,0.567,178.191,166400,blues,6,6
3VFz6GOOIzNY5RH7HcOud7,All Your Love,27,0.689,0.725,-7.759,0.0974,0.839,0.365,0.103,0.83,120.9,176173,blues,7,7
2XTJ2EuVxwtjInqDdAPrKM,Kindhearted Woman Blues,35,0.706,0.247,-10.349,0.0573,0.939,0.000522,0.104,0.477,101.674,162400,blues,8,8
5CdoLhKBjtDUTnA0EdJCfk,Back To New Orleans,47,0.629,0.275,-17.572,0.0606,0.889,0.00747,0.107,0.666,81.98,201733,blues,9,9
2PcbVKT28p9mOlWBDL371J,I Cant Quit You Baby,49,0.469,0.236,-16.981,0.0364,0.407,0.0434,0.215,0.415,82.232,399173,blues,10,10
53zNJpvUZ7DsHkgFedfhfD,Call It Stormy Monday But Tuesday Is Just As Bad,43,0.621,0.134,-15.836,0.0496,0.853,0.0568,0.0412,0.44,103.782,183027,blues,11,11
4BbLz6pVP5oXl2plR7HLMZ,Baby Scratch My Back  Single Version,52,0.802,0.455,-11.673,0.0537,0.803,0.585,0.0607,0.932,122.853,173600,blues,12,12
36ccrof5DFicLrejE4hEye,Walking By Myself,50,0.621,0.519,-13.328,0.102,0.837,0.00246,0.162,0.775,117.005,167267,blues,13,13
1cXc92MX9kFjMrrDsvdf9w,Wang Dang Doodle,53,0.648,0.544,-8.963,0.179,0.343,2.93E-06,0.087,0.619,153.063,182827,blues,14,14
6wDGgiUZIpC7eCgrSoguie,Aint Nobodys Business,37,0.515,0.105,-17.303,0.0521,0.309,0.00291,0.0852,0.177,138.763,311933,blues,15,15
4KMXlzvtC8xjLseDqDjpeU,My Babe,59,0.676,0.334,-10.572,0.0508,0.862,0,0.32,0.867,158,162040,blues,16,16
21EwgINgOx9iiYo7Sj1HCM,Alabama Blues,42,0.675,0.308,-8.081,0.0348,0.824,3.75E-05,0.0607,0.69,97.446,194373,blues,17,17
58PSYdY0GFg0LFb2PxYk4T,Mannish Boy,62,0.598,0.735,-10.882,0.0973,0.44,0.000215,0.681,0.615,111.129,321133,blues,18,18
6GTwnddVVGUdXlHtQ6ffb1,Lonesome,29,0.638,0.614,-6.683,0.0572,0.868,0.00305,0.0583,0.857,159.049,147453,blues,19,19
65dalI2zUxJy2ITurZAaUb,Give Me Back My Wig,40,0.642,0.708,-13.402,0.0543,0.0346,0.0103,0.0844,0.775,108.143,215800,blues,20,20
2Mr1bGI2E10K7Mt1UJZ6Mw,Boom Boom,63,0.441,0.455,-14.207,0.0485,0.62,0.00187,0.135,0.918,160.9,152351,blues,21,21
0W0euvQlhbcsTydzsD4EQk,Death Letter Blues,40,0.803,0.288,-15.418,0.0629,0.865,0.0593,0.0833,0.865,115.685,259160,blues,22,22
2uQfgaV796QLHJCVOP4bn1,9.65E+02,44,0.8,0.563,-9.661,0.0902,0.202,0.112,0.247,0.778,126.318,282093,blues,23,23
5Oc0vLGWdEWeCqIU8zyELt,Hound Dog,57,0.563,0.542,-10.862,0.0962,0.706,3.59E-05,0.355,0.785,133.285,181000,blues,24,24
1Bqxrcrx2q1nrHDn4aWTV4,Glory of Love,40,0.604,0.108,-19.051,0.0421,0.88,0.0158,0.125,0.852,164.702,203533,blues,25,25
2HUZVffVPXvqnrml0gXggp,Smokestack Lightnin,61,0.661,0.342,-16.361,0.043,0.844,0.000128,0.26,0.588,146.118,188400,blues,26,26
79lwbvYgFFw3eNbBx4bBRw,Two Bugs and a Roach,48,0.523,0.568,-12.584,0.0751,0.652,0.00534,0.1,0.813,135.448,259760,blues,27,27
65JvAtDMWtNIjDCDOLeJ2A,Reconsider Baby,47,0.693,0.518,-10.984,0.0534,0.764,0.000782,0.057,0.688,95.258,189467,blues,28,28
2wnjZXcAT3rCjjqxLeHjv7,Going Down,59,0.565,0.526,-11.352,0.0365,0.0339,0.000119,0.11,0.637,167.936,204333,blues,29,29
3HR1zeLxoPmGuFD8Qxu0Jq,Play With Your Poodle,34,0.515,0.43,-10.912,0.25,0.81,0.0069,0.126,0.624,165.888,219000,blues,30,30
31GIhpOQpKCzlnuPn03pBQ,Junkers Blues,52,0.779,0.155,-21.57,0.112,0.856,7.82E-06,0.0974,0.696,103.251,192707,blues,31,31
1vSRhDHRI1jVa6BQURJtRO,Im A Lover Not A Fighter,39,0.659,0.662,-9.039,0.0575,0.371,0,0.292,0.88,114.143,165760,blues,32,32
3ocm1Cf1Dk1ODrdBdybh82,Born Under A Bad Sign  Mono Mix,58,0.711,0.483,-11.211,0.0298,0.434,0.012,0.0284,0.884,91.652,169998,blues,33,33
0dvPuXBdAudLyBnCmYYu68,Born in Chicago,42,0.419,0.597,-12.591,0.048,0.786,0.000769,0.321,0.941,76.177,188867,blues,34,34
6YSJ7rgjRiO3glbDJrBZR3,I Wish You Would,35,0.654,0.568,-11.979,0.0272,0.226,0.00356,0.114,0.762,95.116,219560,blues,35,35
46rhFnlLLQZjSSDLsMfnRi,Goin Down Swingin,39,0.508,0.195,-16.392,0.0357,0.897,0.057,0.0555,0.459,72.089,226267,blues,36,36
0xfzxjWLAsAZB0KC1juVUZ,Have A Good Time,34,0.642,0.599,-14.734,0.277,0.0146,0.00238,0.164,0.889,155.9,228533,blues,37,37
1MJjFZfKgJ3DTyXUDZd403,I Got a Woman,39,0.815,0.106,-19.207,0.0408,0.753,3.64E-05,0.119,0.536,89.938,193333,blues,38,38
2azwzKd8xYex2PyJEyl8BX,Coffee Blues,45,0.628,0.135,-20.695,0.0435,0.946,1.02E-05,0.0915,0.773,103.664,226227,blues,39,39
0e1EMnOjzrwmUoEPEdkejw,Lone Wolf,38,0.524,0.3,-10.345,0.0604,0.487,0.31,0.0484,0.315,152.626,367758,blues,40,40
0u5DqebxtjYVxQo45xZQU8,Fixin to Die Blues,31,0.565,0.266,-11.708,0.0375,0.897,0.571,0.103,0.577,109.976,168733,blues,41,41
1TRIYxcVJYPki5AX2hZzZT,Bad News Is Coming,51,0.639,0.496,-6.844,0.0375,0.713,0.254,0.0545,0.467,140.394,445533,blues,42,42
3cwtordfGGU2cpYEwQxJEd,Travelling Back Home,36,0.499,0.132,-17.278,0.0403,0.852,0.00108,0.0621,0.362,89.165,238440,blues,43,43
35X1ucjCm7rHK80qJ413ci,Somebody Loan Me A Dime,50,0.69,0.584,-8.864,0.0746,0.47,2.46E-05,0.297,0.809,118.017,179693,blues,44,44
2zsm9cFWyueKkaTbsUy5kN,Truckin My Blues Away,33,0.619,0.302,-12.257,0.0605,0.995,0.00225,0.161,0.679,181.332,188453,blues,45,45
1Zi46GcDlazYsBPjeNW97E,Empty Arms,28,0.705,0.447,-11.327,0.0501,0.934,0.172,0.102,0.547,140.446,170107,blues,46,46
1LaDxcsHUs6Cb9tOgflf9K,Worried About My Baby,31,0.615,0.303,-11.262,0.06,0.925,0.0125,0.183,0.78,80.602,161133,blues,47,47
75ZXx6ysguj5afBRtZ8tGR,Work With Me Annie,35,0.66,0.696,-7.096,0.0367,0.448,0.00194,0.0621,0.598,110.016,258400,blues,48,48
1TrGdXSgiBm8W68D2K1COG,Cross Road Blues,51,0.675,0.311,-11.959,0.0525,0.93,0.000261,0.102,0.638,97.159,149560,blues,49,49
1vjHFgIdNuLXojpkzysoV8,Baby Please Dont Go,42,0.499,0.302,-15.15,0.0495,0.752,0.0266,0.129,0.564,167.075,164507,blues,50,50
2En6kxGCjZxXmKJ1IYu4Fp,You Gotta Move,44,0.623,0.151,-16.275,0.0626,0.697,0.000354,0.102,0.309,75.033,200667,blues,51,51
4RPdeuPph5G6byLEzH9SYS,Devil Got My Woman,28,0.493,0.244,-10.639,0.0297,0.994,0.0813,0.119,0.547,85.251,178853,blues,52,52
5MTsZG10E0hTvAkdioyPnw,Feels Like Rain feat. Bonnie Raitt,56,0.572,0.348,-13.454,0.0294,0.44,0.000721,0.235,0.34,73.304,275267,blues,53,53
1zw6fvKHymCXTjSV6MUTFt,Hoodoo Blues,32,0.536,0.237,-16.691,0.133,0.98,0.332,0.0942,0.582,200.212,245213,blues,54,54
2KmDMUum37jq4TFaHXD3JY,Christo Redemptor,43,0.485,0.2,-15.57,0.0276,0.703,0.919,0.149,0.19,82.827,201000,blues,55,55
7qOFo8CJMGexuOkSOynx6b,Thats All Right,38,0.59,0.424,-13.864,0.0537,0.934,0.0162,0.149,0.819,106.636,176973,blues,56,56
2oJkO8Ilap6ALTJaiS4oKQ,Happy With My French Friends,46,0.648,0.488,-12.653,0.0349,0.0516,0.795,0.133,0.817,111.498,240893,blues,57,57
2zrOjVxciIV3xNSmIaxz8v,The Sky Is Crying,36,0.401,0.529,-10.072,0.033,0.796,0.0129,0.168,0.729,182.436,340787,blues,58,58
3tCiKRhzD9F9gzB0meyZ2R,Messin With The Kid,44,0.67,0.739,-9.389,0.122,0.723,0.000103,0.55,0.752,139.063,142413,blues,59,59
52ksIFCo9VtfEKh0y9SxBW,Anna Lou Blues,32,0.568,0.495,-7.686,0.0357,0.965,0.0172,0.159,0.8,105.746,174120,blues,60,60
3aeg3NqGc2JkfVUzlUs2aa,Mini Skirt,39,0.332,0.769,-9.485,0.068,0.000983,0.000136,0.193,0.817,158.23,124160,blues,61,61
6kucNn22HB0qb2ZPa1BrNl,Cold Cold Feeling,53,0.713,0.281,-11.057,0.0379,0.137,0.0258,0.111,0.397,148.301,318840,blues,62,62
47Uy9JJlUZO3zIrhb2TAs0,Down the Dirt Road Blues,26,0.473,0.302,-10.009,0.0344,0.971,0.036,0.106,0.524,119.147,174573,blues,63,63
4vqDFur1cyE8lS1oD3XiCB,I Got the Cross the River Jordan,39,0.538,0.177,-14.158,0.0447,0.91,0.00825,0.0927,0.415,77.396,240360,blues,64,64
7eNHeLu7yJB5HN9Srvrocv,If You See My Rooster Please Run Him Home,36,0.792,0.142,-16.024,0.0442,0.985,0.184,0.112,0.669,94.375,195307,blues,65,65
5ir1f5VeoXXRpc1hN0kDsK,Evenin,43,0.425,0.0716,-18.692,0.0457,0.917,9.83E-05,0.174,0.348,115.208,160493,blues,66,66
5uErxUghBfF0UliaoLlFBj,Jumper Hanging Out On the Line,45,0.845,0.163,-13.785,0.0506,0.845,0.00242,0.122,0.46,98.161,152076,blues,67,67
760clbeDBWmBsBLbszWuNZ,Im A Man,56,0.513,0.546,-15.672,0.0391,0.333,0,0.17,0.834,85.527,164547,blues,68,68
2P9nh9pTK96dE0b6NBbTSs,Dark Was the Night Cold Was the Ground,45,0.394,0.0406,-23.179,0.044,0.968,0.0453,0.0976,0.2,116.117,198560,blues,69,69
7oPtvnTx5tvMnfR2e1y7lC,Some Day Baby,22,0.498,0.258,-12.622,0.0456,0.964,0.00486,0.124,0.687,82.476,188280,blues,70,70
4q8AnAeRxSLTH4Z5Pb4Niz,Walk On,32,0.671,0.176,-17.99,0.0498,0.751,0.00595,0.125,0.746,112.017,191813,blues,71,71
5insosOirGOL3cvJ0li2bD,Black Angel Blues,36,0.673,0.341,-8.476,0.0447,0.993,0.0936,0.128,0.383,71.777,184467,blues,72,72
5uB1s6sOdBqhc08NYR7y2J,Bring It On Home To Me,38,0.772,0.236,-15.503,0.0302,0.494,0.00371,0.117,0.821,106.192,213893,blues,73,73
1a8JNXclpuzv9Rx8KxBbIO,Got The Bottle Up And Gone,39,0.612,0.117,-15.357,0.177,0.99,0.00031,0.0788,0.781,172.444,153260,blues,74,74
7n4zQp0b3vnsmcjmEfLo2r,Further Up on the Road,36,0.73,0.195,-15.073,0.0553,0.858,0.0107,0.112,0.699,111.874,260040,blues,75,75
5SbzJktq4z4iBVkdtYiYly,Blues Aint Nothin,42,0.627,0.486,-9.448,0.0396,0.276,0.000518,0.277,0.692,171.601,242333,blues,76,76
5LmmZgxFg1sSfxENxsdtak,Meet Me in the City,47,0.566,0.64,-7.88,0.0249,0.903,0.474,0.134,0.332,133.53,151360,blues,77,77
46UJ5i1A99706FL2khLqhx,Big Town Playboy,27,0.57,0.703,-7.577,0.0703,0.975,0.00032,0.215,0.804,99.598,179931,blues,78,78
1D9g8e2fxehc3Ce3hlk9bd,Im A Bluesman,41,0.566,0.396,-8.664,0.0645,0.705,2.40E-05,0.142,0.693,102.761,187200,blues,79,79
1c676ThK6tHWNmCZw4yWGN,Match Box Blues,28,0.484,0.282,-12.294,0.0507,0.977,0.0167,0.0777,0.523,79.486,183040,blues,80,80
4E3n9S34nNuJ25OiR8UxRg,Teardrops,34,0.507,0.241,-13.191,0.0287,0.342,0.0237,0.0671,0.361,133.939,428267,blues,81,81
4Er5rZBXn4DHdSRpnyLgRb,Sugar Babe,32,0.544,0.251,-17.518,0.0764,0.982,0.34,0.109,0.517,101.591,126693,blues,82,82
4OGyibX2nayDVCUfFN4u8x,Dengue Woman Blues,43,0.393,0.358,-9.598,0.0471,0.33,0.0313,0.12,0.598,180.075,383760,blues,83,83
22NOT27K2vSkrpfl5trfAs,When My Baby Left Me,35,0.392,0.103,-21.015,0.0307,0.899,0.0185,0.16,0.0679,101.12,203333,blues,84,84
1tYvwe0nTQhmL76LRaxTql,All For Business,36,0.716,0.647,-8.118,0.0302,0.632,0.296,0.377,0.891,109.024,199253,blues,85,85
1yKah8BCP3Vgq2tPBOLKL0,All Your Love  Stereo,57,0.321,0.625,-5.219,0.0302,0.491,5.08E-05,0.345,0.777,107.338,212600,blues,86,86
5oh9VZzYQcr1DW5cAOFZjV,Little Laura Blues,28,0.819,0.27,-10.017,0.0483,0.985,8.15E-05,0.133,0.723,124.781,151307,blues,87,87
3cg0dJfrQB66Qf2YthPb6G,The Thrill Is Gone,62,0.692,0.493,-9.662,0.0325,0.0934,0.00166,0.128,0.28,86.644,301133,blues,88,88
3rBQK9MjFjTzKGYadyQCbj,Do Unto Others,44,0.669,0.475,-9.929,0.0312,0.536,0,0.335,0.733,125.493,142773,blues,89,89
2XBeWZJeIojOrFOfVvn2dF,Sadie,46,0.502,0.753,-9.625,0.0395,0.142,0.00824,0.0891,0.927,122.656,367533,blues,90,90
0fd3K9vn8kqLDJHlyRIrR3,Sensitive Kind,47,0.774,0.526,-11.366,0.0287,0.606,0.038,0.0997,0.712,96.738,316960,blues,91,91
2O36OWzPpO7qg7CxdmPtN3,Papas on the House Top,32,0.683,0.285,-12.101,0.0366,0.994,0.603,0.122,0.783,94.913,175400,blues,92,92
0p5zJBYoJOzVLBiDeA0PvS,Where Did You Sleep Last Night,49,0.57,0.241,-12.138,0.0473,0.948,0.0224,0.111,0.543,115.352,181893,blues,93,93
3YGsgJqtIWKjMjZtKLk11Z,Be Careful With a Fool,53,0.294,0.736,-7.961,0.151,0.282,0.0418,0.102,0.753,208.576,314880,blues,94,94
4aWZIBCBMQEgMna9JpgW90,Stop,47,0.477,0.607,-8.33,0.0471,0.256,0.146,0.107,0.64,87.301,258800,blues,95,95
3NWDb3bbMBTArBblzG4jMX,The Things That I Used To Do,45,0.48,0.303,-13.675,0.0384,0.812,0,0.0889,0.643,98.282,180453,blues,96,96
6QYEoTGa0Boucy6htF83tb,Cadillac Assembly Line,53,0.735,0.355,-19.032,0.0387,0.656,0.094,0.119,0.724,93.553,318333,blues,97,97
3HGgzL1P0Y3rURC1mU6Hls,Grits Aint Groceries All Around The World,47,0.683,0.507,-14.429,0.0726,0.517,0,0.151,0.904,120.63,159920,blues,98,98
6a2GFiWodKXdHDFPcaCRdL,Lonesome Bedroom Blues,36,0.384,0.455,-13.386,0.0312,0.29,0.00241,0.116,0.481,179.803,345667,blues,99,99
3lzYygPp67p7T9QDdrLja5,Rings,46,0.515,0.478,-9.564,0.0298,0.724,0.0326,0.22,0.494,86.202,192747,blues,100,100
4uIHPormmUH31qyjP7CU4d,Statesboro Blues,58,0.673,0.481,-9.88,0.0488,0.0764,4.00E-05,0.127,0.767,117.087,178973,blues,101,101
4gvoIPegQWM7TOzVY6cGfW,Better Day,26,0.552,0.383,-11.837,0.0357,0.701,0,0.154,0.545,86.593,183040,blues,102,102
5y07C8Ct8aC0uswE26zKNr,Standing In My Doorway Crying,35,0.585,0.111,-15.784,0.0775,0.891,3.48E-05,0.0849,0.217,72.977,280800,blues,103,103
3xoMRK8egNvtjrCEQieLko,Am I Wrong,46,0.883,0.446,-10.304,0.0574,0.462,1.03E-06,0.0447,0.964,112.635,138427,blues,104,104
5qdSXoKf36HAtCgAsftaM4,All Around Man,40,0.586,0.283,-10.568,0.0517,0.979,0.0476,0.0994,0.439,145.514,180093,blues,105,105
51cYl5SvZURtIKvPx3xSRu,Country Girl,38,0.613,0.28,-17.901,0.041,0.745,0.154,0.0796,0.612,123.533,288240,blues,106,106
23YyyUiEZYlT3MkzpZhRbW,Right Next Door Because Of Me,52,0.606,0.646,-8.485,0.0489,0.231,0.00121,0.0471,0.79,86.771,258853,blues,107,107
5qORQA2LGzwmmCjLgHtHS6,Old Time Used to Be,41,0.654,0.616,-9.803,0.0569,0.0704,0.297,0.198,0.759,123.437,317820,blues,108,108
46uYtQlZwFZ1RdJYRblEwM,Two Guitars Shuffle  Take 2,35,0.534,0.571,-10.456,0.035,0.0251,0.822,0.0911,0.795,117.73,376867,blues,109,109
3AkN7wZwvXmhvlSWDMKkbr,Big Mamas Door,37,0.628,0.195,-13.054,0.0406,0.848,5.05E-05,0.0955,0.538,98.527,231400,blues,110,110
4Hy8MYtJn2imFljdOKQkHm,Pinetop Boogie woogie,39,0.473,0.614,-12.593,0.0799,0.585,0.0597,0.0939,0.446,176.364,274027,blues,111,111
1VSHXCsG7U2oYGJSOCMlac,Man of The World  Studio,49,0.406,0.13,-17.894,0.052,0.8,0.0943,0.161,0.112,173.299,184600,blues,112,112
3ru8IZrBxuFFHOFKEvvpFP,Nobody Knows You When Youre Down and Out  78rpm Version,42,0.599,0.0424,-12.099,0.0572,0.996,0.00176,0.185,0.186,90.001,176133,blues,113,113
77U6mgBVvGuqw6o4pYJLxs,Whos Been Talkin,46,0.796,0.315,-13.403,0.0422,0.129,0.0123,0.0856,0.634,120.694,300200,blues,114,114
1GUvbwCftGCU9HTeg1DPAW,Shes Fine,42,0.501,0.44,-14.466,0.0372,0.202,0.00145,0.107,0.868,82.489,258227,blues,115,115
7J3tMHTS9q4VqNc1Vb1AnQ,Tiger Man,27,0.5,0.577,-7.566,0.0623,0.797,0.000985,0.0896,0.895,136.926,220893,blues,116,116
1t7aLMAL38alg6RyNz2nkQ,I Was A Fool,1,0.599,0.739,-7.426,0.0353,0.453,0.0164,0.0506,0.782,121.95,169214,blues,117,117
5ViG0XUoemNknXunbINxfb,Movin to Kansas City,3,0.526,0.447,-11.763,0.0415,0.866,0,0.107,0.889,172.799,192867,blues,118,118
6yJ6VtC0IQ4BC47Aj6MkZ3,Wayfaring Pilgrim,49,0.366,0.167,-16.925,0.033,0.271,0.884,0.226,0.458,168.634,308027,blues,119,119
4qYHnP5AmKzXbJhciPV8si,Aint No Love In The Heart Of The City  Single Version,59,0.518,0.376,-18.248,0.0431,0.933,0.86,0.0976,0.744,158.089,233560,blues,120,120
6f3OYG5R630tjwFIHIE7j2,Scratch My Back,53,0.775,0.499,-7.181,0.0415,0.496,0.0219,0.114,0.862,121.056,232707,blues,121,121
2Wsg5tP0RsNf6O4HLwvpq6,Shake Rattle  Roll,36,0.665,0.63,-6.068,0.0613,0.549,4.57E-05,0.0864,0.825,153.212,179467,blues,122,122
4CgbpCYQm5TRNt04a2fzS5,Sputnik Baby,24,0.675,0.528,-8.055,0.153,0.707,0,0.0469,0.751,75.699,144562,blues,123,123
0P1NVWntMal7tHrLG1HxEC,Rock Me Baby,45,0.588,0.711,-8.368,0.0404,0.118,0.0028,0.039,0.907,106.389,238627,blues,124,79
0aF6dyaQOHXteyX91EoiJz,Dont Be Afraid Of The Dark,52,0.707,0.501,-12.143,0.0287,0.63,6.83E-05,0.0482,0.791,113.263,226507,blues,125,124
3iltRlox3jEeSKuqdW88EK,Going Up The Country,61,0.622,0.239,-18.982,0.0447,0.859,0.051,0.109,0.737,79.674,172867,blues,126,125
2uoOm55gLvLMALwXmKrwXc,Death Dont Have No Mercy,42,0.655,0.185,-14.009,0.0511,0.872,0.000697,0.0789,0.558,116.652,283107,blues,127,126
2GzAj71NtyFHnIHbts9neo,I Came Up The Heard Way,35,0.587,0.393,-10.972,0.0529,0.0631,0.0111,0.0837,0.598,175.342,456587,blues,128,127
0eIvaD41ZuT8Eg5uDvfSKs,Hey Bartender,35,0.541,0.561,-5.587,0.0459,0.493,1.39E-05,0.117,0.809,134.562,205867,blues,129,128
75VD3W1i1keEBCwPCxHldB,If This Is Love,24,0.552,0.19,-18.575,0.158,0.0764,0.00032,0.0707,0.177,139.199,338267,blues,130,129
6CNeLVEYGu9aMZbCLNVDXr,The Gypsy Woman Told Me,35,0.664,0.644,-4.562,0.0284,0.465,0.00119,0.194,0.845,109.916,215371,blues,131,130
0JClqG0W7vo0oXUCzSkKf2,Love Slipped In,38,0.618,0.748,-9.454,0.0327,0.642,0.0484,0.0785,0.904,120.8,230600,blues,132,131
1WVh4LQBjRhooTIYmMpAu4,Cold Hearted Woman,45,0.488,0.449,-10.793,0.0438,0.0169,0.019,0.269,0.569,141.897,322027,blues,133,132
50vLqqEpd41YoXw4HQHPsT,St. James Infirmary,25,0.647,0.159,-18.583,0.0618,0.589,8.43E-06,0.128,0.403,123.908,222240,blues,134,133
5LTMzb6lrWkdgNl4CNwfwx,Keep Your Lamp Trimmed And Burning,37,0.646,0.0443,-20.977,0.0415,0.979,0.000179,0.107,0.333,134.257,174533,blues,135,134
5XtVpa3LiJHfnTxRzbfU74,Salt In My Wounds,41,0.72,0.351,-9.332,0.0312,0.504,0.0121,0.279,0.147,107.263,253067,blues,136,135
512gC8sU5PxZAFrskHEfzk,Little Angel Child,46,0.5,0.638,-7.262,0.0461,0.125,0.0285,0.199,0.746,122.621,239267,blues,137,136
73qNHMPnanBGsxD1cQ2ojn,A Little Less Conversation,41,0.596,0.829,-4.774,0.0304,0.0076,2.66E-05,0.299,0.762,98.86,244160,blues,138,137
1PC5GV3OaoXx5em8ttQOMI,After Midnight,65,0.694,0.306,-19.315,0.0353,0.171,0.0736,0.0866,0.521,95.989,143693,blues,139,138
2nKEXYFllpUyQUyDw3MVfF,Empty Promises,40,0.371,0.601,-3.113,0.0337,0.277,0.0178,0.0893,0.402,137.643,375560,blues,140,139
2I74IqSUjq6Wyyj0RrbxID,Sitting On Top Of The World,31,0.463,0.244,-7.748,0.0311,0.982,2.58E-06,0.292,0.414,93.868,181800,blues,141,140
0jtz7Ia3HahOqXWnKad0rn,Polk Salad Annie,54,0.783,0.543,-11.565,0.0412,0.303,0.0159,0.0892,0.833,132.035,223533,blues,142,141
2r6Ve8kNEzqg3u45UL0muX,Big Chief  Remastered,49,0.56,0.73,-5.69,0.0362,0.219,0.144,0.179,0.963,151.594,194667,blues,143,142
45i73H5FvrR0jbwvG8mVSS,Blues Prisoner,39,0.362,0.601,-6.042,0.0309,0.147,0.117,0.134,0.314,153.871,316006,blues,144,143
3NAdZyw0IweJzzIWFestlQ,Drinking Straight Tequila,36,0.545,0.832,-4.718,0.0352,0.0238,0.00303,0.363,0.856,125.18,172293,blues,145,144
1a2iF9XymafjRk56q7oCxo,Pride and Joy,66,0.427,0.626,-11.821,0.0385,0.0274,0.00395,0.106,0.743,126.877,219587,blues,146,145
5GS6vxaoatLDWZqOoOtHKd,Penitentiary Blues,1,0.527,0.0437,-21.708,0.0801,0.975,0.144,0.11,0.323,84.697,153557,blues,147,146
17HuPAGnau4TRcKiFTdFFB,Thats No Way To Get Along,35,0.448,0.315,-14.961,0.0353,0.904,0,0.235,0.372,98.548,172533,blues,148,147
3O3Zzre0FPv6GNTeInm6Md,My Journey To The Sky,43,0.548,0.363,-6.306,0.0337,0.873,0,0.0952,0.388,101.285,190773,blues,149,148
2R9FSH9RWe396G2lisztzk,Blues in My Soul,37,0.616,0.548,-7.296,0.0374,0.621,0.179,0.362,0.474,158.278,363347,blues,150,149
6cVq1RHL5IDT1YSN7V1QkB,Sunrise,49,0.7,0.377,-7.258,0.0468,0.201,0.189,0.0807,0.319,96.105,225520,blues,151,150
3zXfuTPCPrPfHSLiH3uMJe,Dont Ever Let Nobody Drag Your Spirit Down,46,0.819,0.31,-10.971,0.0605,0.543,0.00126,0.112,0.787,92.691,204960,blues,152,151
3sLhMSePzxSrmxluIqeoAZ,I Put a Spell On You,51,0.733,0.399,-12.086,0.094,0.59,0.0254,0.0766,0.9,173.781,144867,blues,153,152
3xb0lNIMIMhCO14fGDIyBh,Youth to You  ES6601901820,0,0.754,0.336,-10.635,0.0525,0.927,0.0044,0.107,0.503,92.886,196814,blues,154,153
59ColbZ3X09ijVX5awG8jQ,Cut You Loose,34,0.569,0.7,-7.385,0.0676,0.052,0.0121,0.217,0.897,176.345,205907,blues,155,154
4tmTjqwtnt18WACQ4ODN2r,No Ice In My Bourbon,24,0.462,0.284,-10.873,0.0442,0.786,0.00146,0.0856,0.329,88.537,200533,blues,156,155
1nDisQht8pskK4lbeSgqw1,Nobody Knows You When Youre Down And Out,42,0.724,0.338,-8.754,0.0605,0.687,0.00649,0.168,0.338,92.571,298200,blues,157,156
2kkvB3RNRzwjFdGhaUA0tz,Layla,74,0.404,0.902,-3.88,0.0665,0.577,0.297,0.287,0.497,115.669,423840,blues,158,157
7n8O4Z90ROVLKDwWeRT7Dr,Police Dog Blues,35,0.449,0.253,-17.895,0.0362,0.98,0.00412,0.251,0.682,89.566,172533,blues,159,158
2EJb2CXS3NUKS8wfzmMVog,Back Door Blues,12,0.758,0.119,-16.169,0.0665,0.942,0.000295,0.0598,0.586,86.695,205373,blues,160,159
30Hrgpp6gqufsaSY7F7txp,Mount up on the Wings of the King,32,0.549,0.852,-4.323,0.0785,0.122,0.0511,0.283,0.554,126.582,199874,blues,161,160
7KZ6eGK7OuLXUzTVGdc7cL,Runaway Blues,38,0.81,0.233,-15.719,0.0515,0.981,0.00517,0.132,0.555,86.258,146227,blues,162,161
0GhOy6geN25EdE6vlZrXgg,Havin Fun,30,0.529,0.323,-10.334,0.0357,0.731,6.64E-05,0.11,0.541,73.14,170951,blues,163,162
4MqFHxNM8uM7UEW4t56nzU,I Fall Apart,52,0.362,0.614,-13.297,0.0961,0.107,0.0012,0.123,0.664,79.432,312400,blues,164,163
1idiifjTcCoGfBeZiYOdim,Paris Texas,49,0.359,0.00681,-20.957,0.0602,0.945,0.158,0.0581,0.205,128.713,174760,blues,165,164
4tS48XY46qxqdzqYOujEnm,Educated Ways,20,0.63,0.697,-5.656,0.0379,0.167,1.66E-05,0.131,0.767,120.548,241413,blues,166,165
1T7ZI5Z9XHFeSZU0KTEVZz,One Scotch One Bourbon One Beer,46,0.908,0.133,-17.63,0.0934,0.811,0.0938,0.0707,0.281,118.678,176240,blues,167,166
