artist_id,album_id,,
506,1043,,
507,1044,,
508,1045,,
510,1046,,
511,1047,,
512,1048,,
509,1049,,
513,1050,,
514,1051,,
515,1052,,
653,1053,,
516,1054,,
518,1055,,
519,1056,,
520,1057,,
521,1058,,
522,1059,,
523,1060,,
524,1061,,
525,1062,,
517,1063,,
602,1064,,
589,1065,,
527,1066,,
529,1067,,
530,1068,,
531,1069,,
532,1070,,
533,1071,,
534,1072,,
538,1073,,
539,1074,,
654,971,,
541,1075,,
542,1076,,
543,1077,,
544,1078,,
545,1079,,
546,1080,,
547,1081,,
548,1082,,
549,1083,,
551,1084,,
552,1085,,
550,1086,,
553,1087,,
554,1088,,
655,1089,,
557,1090,,
558,1091,,
656,1092,,
589,1093,,
561,1094,,
562,1095,,
540,1096,,
638,1097,,
564,1098,,
566,1099,,
567,1100,,
568,1101,,
657,1102,,
556,1103,,
570,1104,,
571,1105,,
572,1106,,
573,1107,,
574,1108,,
575,1109,,
576,1110,,
577,1111,,
578,1112,,
579,1113,,
658,1114,,
581,1115,,
582,1116,,
583,1117,,
586,1118,,
638,1119,,
588,1120,,
659,1121,,
453,1122,,
456,1123,,
454,827,,
455,1124,,
457,1125,,
459,1126,,
460,1127,,
458,1128,,
461,1129,,
462,1130,,
463,1131,,
464,1132,,
465,1133,,
466,1134,,
467,1135,,
470,1136,,
468,1137,,
469,1138,,
472,1139,,
471,1140,,
473,1141,,
474,1142,,
476,1143,,
478,1144,,
477,1145,,
480,931,,
479,1146,,
481,1147,,
483,1148,,
485,1149,,
486,1150,,
487,1151,,
489,1152,,
488,1153,,
490,1154,,
491,1155,,
492,1156,,
493,1157,,
495,1158,,
494,1159,,
496,1160,,
497,1161,,
500,1162,,
498,1163,,
501,1164,,
502,1165,,
503,1166,,
506,1167,,
505,1168,,
507,1169,,
508,1170,,
510,1171,,
512,1172,,
509,1173,,
513,1174,,
514,1175,,
515,1176,,
516,1177,,
518,1178,,
519,1179,,
520,1180,,
521,1181,,
522,1182,,
453,1183,,
453,1184,,
458,1185,,
540,1029,,
509,1186,,
496,1095,,
485,1187,,
463,1188,,
489,1189,,
527,1190,,
660,1191,,
661,1192,,
517,1193,,
478,1194,,
466,1195,,
484,1196,,
524,1010,,
593,1197,,
468,1198,,
616,1199,,
662,1200,,
470,1201,,
463,1202,,
484,1203,,
453,1204,,
662,1205,,
462,1206,,
663,1207,,
494,1208,,
508,1209,,
640,1210,,
484,1211,,
524,1212,,
458,1213,,
661,1214,,
453,1215,,
455,1216,,
494,1217,,
453,1218,,
459,1219,,
664,1220,,
665,1221,,
489,1222,,
459,1223,,
666,1224,,
667,1225,,
469,1226,,
466,1227,,
668,1228,,
459,1229,,
475,1230,,
458,1231,,
457,1232,,
477,1233,,
466,1234,,
460,1235,,
524,1236,,
468,1237,,
516,1238,,
669,1239,,
670,1240,,
458,1241,,
455,1242,,
468,1243,,
524,1244,,
671,1245,,
453,1246,,
672,1247,,
496,1248,,
469,1249,,
673,1208,,
559,1250,,
482,1251,,
524,1252,,
674,1253,,
454,1254,,
461,1255,,
538,1256,,
485,1257,,
454,1258,,
466,1259,,
653,1260,,
675,1261,,
651,1262,,
456,1263,,
676,1264,,
473,1265,,
465,1266,,
457,1267,,
509,1268,,
453,1269,,
463,1270,,
456,1271,,
462,1272,,
677,1273,,
551,1274,,
464,1275,,
479,1276,,
589,1277,,
678,1278,,
679,1279,,
680,1280,,
580,1154,,
505,1281,,
681,1282,,
516,1283,,
471,1284,,
466,1285,,
682,1154,,
455,1286,,
683,1287,,
600,1288,,
548,1283,,
505,1289,,
468,1290,,
684,1291,,
498,1283,,
516,1292,,
453,1293,,
524,1294,,
523,1295,,
685,1283,,
468,1296,,
686,1297,,
453,1298,,
500,1283,,
685,1299,,
471,1300,,
457,1283,,
503,1301,,
532,1302,,
687,1303,,
523,1283,,
453,1304,,
688,1305,,
689,1306,,
462,1307,,
690,1308,,
466,1309,,
691,1310,,
458,1311,,
453,1312,,
456,1313,,
692,1314,,
693,1315,,
456,1316,,
524,1317,,
457,1318,,
458,1319,,
453,1320,,
471,1321,,
471,1322,,
466,1323,,
471,1324,,
471,1325,,
456,1326,,
453,1327,,
466,1328,,
456,1329,,
458,1330,,
694,1331,,
482,1332,,
695,1333,,
464,1334,,
455,1335,,
465,1336,,
602,1337,,
469,1338,,
453,1339,,
477,1340,,
524,1341,,
473,1342,,
514,1343,,
488,1344,,
488,1345,,
483,999,,
459,1346,,
517,1347,,
494,1348,,
459,1349,,
601,1350,,
527,1351,,
696,1352,,
519,1353,,
517,1354,,
468,1355,,
524,1356,,
466,1357,,
485,1196,,
477,1358,,
697,1359,,
698,1360,,
453,1361,,
699,1362,,
524,1363,,
498,1364,,
700,1365,,
651,1366,,
471,1367,,
701,1368,,
486,1369,,
462,1370,,
589,1371,,
700,1372,,
471,1373,,
702,1374,,
591,1375,,
468,1376,,
484,1377,,
703,1378,,
498,1379,,
457,1380,,
459,1381,,
463,1382,,
489,1383,,
462,1384,,
651,1385,,
704,1386,,
705,1387,,
454,1388,,
509,1389,,
706,1390,,
707,1391,,
468,1392,,
708,1393,,
466,1394,,
496,1395,,
468,1396,,
454,1397,,
709,1398,,
458,1399,,
540,1400,,
651,1401,,
580,1196,,
710,1402,,
453,1403,,
455,1404,,
486,1405,,
711,1406,,
462,1407,,
453,1408,,
466,1409,,
498,1410,,
712,1411,,
661,1412,,
713,1413,,
714,1414,,
462,1415,,
484,1095,,
580,1184,,
463,1416,,
461,1417,,
708,1418,,
514,1419,,
715,1420,,
716,1421,,
462,1422,,
493,1423,,
549,1424,,
717,1425,,
718,1426,,
719,1427,,
514,1428,,
470,1429,,
720,1430,,
721,1431,,
722,1432,,
700,1433,,
644,1434,,
723,1435,,
453,1436,,
719,1437,,
724,1438,,
725,1439,,
726,1440,,
727,1441,,
551,1442,,
453,1443,,
719,1444,,
455,1445,,
728,1446,,
498,1447,,
675,1448,,
620,1449,,
729,1450,,
462,1451,,
459,1452,,
458,1453,,
466,1454,,
640,1455,,
473,1456,,
730,1457,,
471,1458,,
461,1459,,
731,1460,,
453,1461,,
732,1462,,
465,1463,,
498,1464,,
733,1465,,
458,1466,,
463,1467,,
471,1468,,
734,1469,,
461,1470,,
462,1471,,
735,1472,,
466,1473,,
494,1474,,
665,1475,,
736,1476,,
502,1477,,
524,1478,,
638,1479,,
466,1480,,
737,1481,,
738,1482,,
532,1483,,
739,1484,,
552,1485,,
740,1486,,
741,1487,,
580,1488,,
742,1489,,
743,1490,,
744,1491,,
745,1492,,
462,1493,,
746,1494,,
489,1495,,
747,1496,,
748,1497,,
453,1498,,
749,1499,,
750,1500,,
751,1501,,
752,1502,,
566,1503,,
753,1504,,
754,1505,,
755,1506,,
756,1507,,
757,1508,,
758,1509,,
759,1510,,
453,1511,,
513,1512,,
524,1513,,
760,1512,,
500,1512,,
500,1514,,
761,1515,,
480,1516,,
478,1517,,
762,1518,,
527,1519,,
507,1520,,
506,1521,,
500,1522,,
457,1523,,
516,1524,,
502,1525,,
505,1523,,
478,1526,,
527,1527,,
535,1528,,
457,1512,,
763,1529,,
519,1530,,
477,1531,,
500,1532,,
454,1533,,
453,1534,,
551,1535,,
454,1536,,
764,1537,,
471,1538,,
765,1539,,
490,1540,,
453,1541,,
567,1542,,
766,1543,,
767,1544,,
538,1545,,
491,1546,,
768,1547,,
471,1548,,
567,1549,,
769,1550,,
770,1551,,
471,1552,,
771,1553,,
454,1554,,
453,1555,,
772,1556,,
510,1557,,
453,1558,,
522,1559,,
773,1560,,
454,1561,,
538,1562,,
767,1563,,
454,1564,,
773,1565,,
774,1566,,
577,1567,,
453,1026,,
453,1568,,
462,1569,,
453,1570,,
484,1571,,
489,1572,,
485,1573,,
509,1365,,
461,1574,,
517,1575,,
455,1576,,
484,1577,,
457,1578,,
462,1579,,
468,1580,,
489,1581,,
517,1582,,
468,1583,,
465,1584,,
453,1585,,
494,1586,,
498,1587,,
775,1588,,
466,1589,,
483,1590,,
776,1591,,
496,1592,,
777,1593,,
736,1594,,
462,1290,,
458,1595,,
457,1596,,
591,1392,,
466,1597,,
477,1598,,
489,1599,,
462,1600,,
589,1601,,
494,1602,,
453,1603,,
484,1604,,
460,1605,,
455,1606,,
498,1607,,
517,1608,,
698,1609,,
498,1610,,
719,1611,,
453,1612,,
498,1613,,
720,1614,,
524,1615,,
498,1616,,
466,1617,,
778,1618,,
514,1619,,
483,1620,,
591,1621,,
457,1622,,
461,1623,,
692,1624,,
458,1625,,
462,1184,,
457,1626,,
458,1627,,
466,1628,,
779,1629,,
524,914,,
780,1630,,
464,1631,,
511,1311,,
781,1632,,
466,1633,,
458,1634,,
457,1635,,
480,1512,,
507,1636,,
468,1637,,
462,1638,,
524,1639,,
477,1640,,
463,1641,,
520,1642,,
481,1643,,
782,1644,,
489,1645,,
458,1646,,
455,1647,,
498,1648,,
465,1649,,
477,1650,,
458,1651,,
463,1652,,
455,1653,,
462,1654,,
498,1655,,
457,1656,,
458,1657,,
783,1658,,
784,1659,,
785,1660,,
786,1661,,
787,1662,,
788,1663,,
789,1664,,
790,1665,,
791,1666,,
792,1667,,
793,1668,,
794,1669,,
795,1670,,
796,1671,,
797,1672,,
798,1673,,
799,1674,,
800,1675,,
801,1676,,
802,1677,,
803,1678,,
804,1679,,
805,1680,,
806,1681,,
807,1682,,
808,1683,,
809,1684,,
810,1685,,
811,1686,,
812,1687,,
813,1688,,
814,1689,,
815,1690,,
816,1691,,
817,1692,,
818,1693,,
819,1694,,
820,1695,,
821,1696,,
822,1697,,
823,1698,,
824,1699,,
825,1700,,
826,1701,,
827,1702,,
828,1703,,
829,1704,,
830,1705,,
831,1706,,
832,1707,,
833,1708,,
834,1709,,
835,1710,,
836,1711,,
837,1712,,
838,1713,,
839,1714,,
840,1715,,
841,1716,,
842,1717,,
843,1718,,
844,1719,,
845,1720,,
846,1721,,
847,1722,,
848,1723,,
849,1724,,
850,1725,,
851,1726,,
852,1727,,
853,1728,,
854,1729,,
251,1730,,
855,1731,,
856,1732,,
857,1733,,
858,1734,,
278,1735,,
859,1736,,
860,1737,,
861,1738,,
862,1739,,
863,1740,,
864,1741,,
865,1742,,
866,1743,,
867,1744,,
868,1745,,
869,1746,,
870,1747,,
871,1748,,
872,1749,,
873,1750,,
874,1751,,
875,1752,,
876,1753,,
877,1754,,
878,1755,,
879,1756,,
880,1757,,
881,1758,,
882,1759,,
883,1760,,
884,1761,,
885,1762,,
886,1763,,
887,1764,,
888,1765,,
889,1766,,
890,1767,,
891,1768,,
892,1769,,
893,1770,,
894,1771,,
895,1772,,
896,1773,,
897,1774,,
898,1775,,
899,1776,,
900,1777,,
901,1778,,
902,1779,,
903,1780,,
904,1781,,
905,1782,,
906,1783,,
907,1784,,
908,1785,,
909,1786,,
910,1787,,
911,1788,,
912,1789,,
913,1790,,
914,1791,,
915,1792,,
916,1793,,
917,1794,,
918,1795,,
919,1796,,
920,1797,,
921,1798,,
922,1799,,
923,1800,,
924,1801,,
925,1802,,
926,1803,,
927,1804,,
928,1805,,
929,1806,,
930,1807,,
931,1808,,
932,1809,,
933,1810,,
934,1811,,
935,1812,,
936,1813,,
937,1814,,
938,1815,,
939,1816,,
940,1817,,
941,1818,,
942,1819,,
943,1820,,
944,1821,,
945,1822,,
946,1823,,
947,1824,,
948,1825,,
949,1826,,
950,1827,,
951,1828,,
952,1829,,
953,1830,,
954,1831,,
955,1832,,
956,1833,,
957,1834,,
958,1835,,
959,1836,,
960,1837,,
961,1838,,
962,1839,,
963,1840,,
964,1841,,
965,1842,,
717,1843,,
966,1844,,
967,1845,,
968,1846,,
969,1847,,
970,1848,,
971,1849,,
972,1850,,
973,1851,,
974,1852,,
975,1853,,
976,1854,,
977,1855,,
978,1856,,
979,1857,,
980,1858,,
981,1859,,
982,1860,,
983,1861,,
984,1862,,
985,1863,,
986,1864,,
987,1865,,
988,1866,,
989,1867,,
990,1868,,
991,1869,,
992,1870,,
993,1871,,
994,1872,,
995,1873,,
996,1874,,
997,1875,,
998,1876,,
999,1877,,
1000,1878,,
1001,1879,,
1002,1880,,
1003,1881,,
1004,1882,,
1005,1883,,
1006,1884,,
1007,1885,,
1008,1886,,
1009,1887,,
1010,1888,,
1011,1889,,
1012,1890,,
1013,1891,,
1014,1892,,
1015,1893,,
1016,1894,,
1017,1895,,
1018,1896,,
1019,1897,,
1020,1898,,
1021,1899,,
1022,1900,,
1023,1901,,
1024,1902,,
1025,1903,,
1026,1904,,
1027,1905,,
261,1906,,
1028,1907,,
1029,1908,,
1030,1909,,
1031,1910,,
1032,1911,,
1033,1912,,
1034,1913,,
1035,1914,,
1036,1915,,
783,1916,,
784,1917,,
785,1918,,
786,1919,,
788,1920,,
787,1921,,
789,1922,,
792,1923,,
794,1924,,
793,1925,,
795,1926,,
796,1927,,
797,1928,,
801,1929,,
799,1930,,
802,1931,,
805,1932,,
806,1933,,
807,1934,,
808,1935,,
809,1936,,
810,1937,,
814,1938,,
815,1939,,
816,1940,,
818,1941,,
817,1942,,
820,1943,,
821,1944,,
823,1945,,
824,1946,,
825,1947,,
826,1948,,
827,1949,,
828,1950,,
831,1951,,
832,1952,,
834,1953,,
835,1938,,
838,1954,,
839,1955,,
841,1956,,
842,1957,,
844,1958,,
845,1959,,
846,1960,,
848,1961,,
849,1962,,
850,1963,,
851,1964,,
853,1965,,
854,1966,,
251,1967,,
855,1968,,
857,1969,,
858,1970,,
278,1971,,
859,1972,,
861,1973,,
862,1974,,
863,1975,,
865,1976,,
864,1977,,
866,1978,,
867,1979,,
868,1980,,
869,1981,,
871,1982,,
875,1983,,
877,1984,,
878,1985,,
879,1986,,
880,1987,,
882,1988,,
884,1989,,
886,1990,,
887,1991,,
888,1992,,
889,1993,,
892,1994,,
893,1995,,
894,1996,,
895,1997,,
896,1998,,
898,1999,,
899,2000,,
900,2001,,
902,2002,,
903,2003,,
904,2004,,
906,2005,,
909,2006,,
910,2007,,
911,2008,,
912,2009,,
913,913,,
915,2010,,
917,2011,,
918,2012,,
919,2013,,
920,2014,,
922,2015,,
924,2016,,
923,2017,,
927,2018,,
928,2019,,
929,2020,,
930,2021,,
932,2022,,
933,2023,,
934,2024,,
935,2025,,
936,2026,,
937,2027,,
938,2028,,
940,2029,,
941,2030,,
942,2031,,
943,2032,,
944,2033,,
945,2034,,
946,2035,,
947,2036,,
948,2037,,
949,2038,,
950,2039,,
952,2040,,
953,2041,,
784,2042,,
785,2043,,
786,2044,,
788,2045,,
787,2046,,
789,2047,,
791,2048,,
792,2049,,
796,2050,,
797,2051,,
800,2052,,
801,2053,,
799,2054,,
803,2055,,
804,2056,,
805,2057,,
806,2058,,
807,2059,,
809,2060,,
810,2061,,
812,2062,,
813,2063,,
818,2064,,
819,2065,,
820,2066,,
821,2067,,
824,2068,,
825,2069,,
827,2070,,
828,2071,,
829,2072,,
830,2073,,
831,2074,,
832,2075,,
833,2076,,
834,2077,,
